macAddress,timeEslapsed,RSSI, ratioRSSI, calculatedDistance, mydistance, realDistance
D9:C0:35:1C:55:5A,50113,-84,1.090909091,2.2,12.95,10
D9:C0:35:1C:55:5A,51308,-85,1.103896104,2.12,12.72,10
D9:C0:35:1C:55:5A,52469,-86,1.116883117,2.07,12.82,10
D9:C0:35:1C:55:5A,53638,-90,1.168831169,2.05,12.5,10
D9:C0:35:1C:55:5A,54806,-87,1.12987013,2.02,12.5,10
D9:C0:35:1C:55:5A,55929,-90,1.168831169,1.99,12.41,10
D9:C0:35:1C:55:5A,58237,-97,1.25974026,1.98,12.77,10
D9:C0:35:1C:55:5A,59367,-92,1.194805195,1.95,12.72,10
D9:C0:35:1C:55:5A,502,-86,1.116883117,1.73,8.47,12
D9:C0:35:1C:55:5A,1644,-89,1.155844156,1.73,8.81,12
D9:C0:35:1C:55:5A,2828,-82,1.064935065,1.74,8.25,12
D9:C0:35:1C:55:5A,3974,-82,1.064935065,1.73,7.87,12
D9:C0:35:1C:55:5A,5114,-87,1.12987013,1.68,7.98,12
D9:C0:35:1C:55:5A,6289,-86,1.116883117,1.65,8,12
D9:C0:35:1C:55:5A,7437,-89,1.155844156,1.65,8.21,12
D9:C0:35:1C:55:5A,8561,-79,1.025974026,1.57,7.8,12
D9:C0:35:1C:55:5A,9728,-84,1.090909091,1.52,7.72,12
D9:C0:35:1C:55:5A,10976,-86,1.116883117,1.47,7.75,12
D9:C0:35:1C:55:5A,12111,-81,1.051948052,1.44,7.56,12
D9:C0:35:1C:55:5A,13246,-83,1.077922078,1.41,7.47,12
D9:C0:35:1C:55:5A,14375,-78,1.012987013,1.4,7.21,12
D9:C0:35:1C:55:5A,15540,-78,1.012987013,1.39,6.98,12
D9:C0:35:1C:55:5A,16681,-77,1,1.37,6.75,12
D9:C0:35:1C:55:5A,17835,-86,1.116883117,1.37,6.82,12
D9:C0:35:1C:55:5A,18981,-81,1.051948052,1.36,6.75,12
D9:C0:35:1C:55:5A,20160,-78,1.012987013,1.32,6.4,12
D9:C0:35:1C:55:5A,21274,-84,1.090909091,1.29,6.46,12
D9:C0:35:1C:55:5A,22383,-79,1.025974026,1.27,6.18,12
D9:C0:35:1C:55:5A,23508,-85,1.103896104,1.27,6.15,12
D9:C0:35:1C:55:5A,24664,-94,1.220779221,1.28,6.15,12
D9:C0:35:1C:55:5A,25825,-91,1.181818182,1.27,6.43,12
D9:C0:35:1C:55:5A,26933,-86,1.116883117,1.26,6.55,12
D9:C0:35:1C:55:5A,28074,-96,1.246753247,1.26,6.78,12
D9:C0:35:1C:55:5A,29240,-90,1.168831169,1.29,6.91,12
D9:C0:35:1C:55:5A,30423,-84,1.090909091,1.31,6.75,12
D9:C0:35:1C:55:5A,31666,-84,1.090909091,1.33,6.91,12
D9:C0:35:1C:55:5A,32811,-96,1.246753247,1.33,7.31,12
D9:C0:35:1C:55:5A,33941,-86,1.116883117,1.35,7.31,12
D9:C0:35:1C:55:5A,35065,-86,1.116883117,1.37,7.48,12
D9:C0:35:1C:55:5A,36249,-99,1.285714286,1.44,7.93,12
D9:C0:35:1C:55:5A,37448,-84,1.090909091,1.44,8.14,12
D9:C0:35:1C:55:5A,38603,-85,1.103896104,1.45,8.4,12
D9:C0:35:1C:55:5A,39883,-92,1.194805195,1.51,8.92,12
D9:C0:35:1C:55:5A,40992,-91,1.181818182,1.59,9.11,12
D9:C0:35:1C:55:5A,42122,-90,1.168831169,1.63,9.46,12
D9:C0:35:1C:55:5A,43265,-91,1.181818182,1.68,9.93,12
D9:C0:35:1C:55:5A,44420,-86,1.116883117,1.72,10.01,12
D9:C0:35:1C:55:5A,45564,-93,1.207792208,1.73,10.38,12
D9:C0:35:1C:55:5A,46688,-86,1.116883117,1.73,10.42,12
D9:C0:35:1C:55:5A,47857,-86,1.116883117,1.74,10.09,12
D9:C0:35:1C:55:5A,49047,-92,1.194805195,1.69,10.13,12
D9:C0:35:1C:55:5A,50152,-84,1.090909091,1.7,10.05,12
D9:C0:35:1C:55:5A,51283,-93,1.207792208,1.7,9.93,12
D9:C0:35:1C:55:5A,52569,-85,1.103896104,1.68,9.73,12
D9:C0:35:1C:55:5A,53669,-84,1.090909091,1.69,9.73,12
D9:C0:35:1C:55:5A,54828,-92,1.194805195,1.71,10.05,12
D9:C0:35:1C:55:5A,55981,-85,1.103896104,1.67,9.61,12
D9:C0:35:1C:55:5A,57221,-92,1.194805195,1.67,9.85,12
D9:C0:35:1C:55:5A,58390,-83,1.077922078,1.67,9.77,12
D9:C0:35:1C:55:5A,59487,-83,1.077922078,1.64,9.38,12
D9:C0:35:1C:55:5A,167,-98,1.272727273,1.66,15.41,15
D9:C0:35:1C:55:5A,1330,-94,1.220779221,1.68,15.11,15
D9:C0:35:1C:55:5A,2459,-92,1.194805195,1.69,14.58,15
D9:C0:35:1C:55:5A,3622,-96,1.246753247,1.74,14.81,15
D9:C0:35:1C:55:5A,4716,-95,1.233766234,1.82,14.85,15
D9:C0:35:1C:55:5A,5976,-94,1.220779221,1.9,14.78,15
D9:C0:35:1C:55:5A,7151,-96,1.246753247,1.94,14.91,15
D9:C0:35:1C:55:5A,8307,-103,1.337662338,2.04,15.65,15
D9:C0:35:1C:55:5A,9457,-94,1.220779221,2.1,15.52,15
D9:C0:35:1C:55:5A,10592,-97,1.25974026,2.2,15.63,15
D9:C0:35:1C:55:5A,11756,-96,1.246753247,2.22,15.66,15
D9:C0:35:1C:55:5A,12883,-97,1.25974026,2.26,15.75,15
D9:C0:35:1C:55:5A,14008,-95,1.233766234,2.29,15.71,15
D9:C0:35:1C:55:5A,15150,-95,1.233766234,2.35,15.67,15
D9:C0:35:1C:55:5A,16287,-93,1.207792208,2.3,15.53,15
D9:C0:35:1C:55:5A,17438,-94,1.220779221,2.33,15.46,15
D9:C0:35:1C:55:5A,18628,-89,1.155844156,2.31,15.16,15
D9:C0:35:1C:55:5A,19743,-94,1.220779221,2.31,15.01,15
D9:C0:35:1C:55:5A,20871,-96,1.246753247,2.31,14.86,15
D9:C0:35:1C:55:5A,22044,-95,1.233766234,2.31,15.16,15
D9:C0:35:1C:55:5A,24282,-97,1.25974026,2.35,15.11,15
D9:C0:35:1C:55:5A,25404,-98,1.272727273,2.37,15.31,15
D9:C0:35:1C:55:5A,26522,-98,1.272727273,2.4,15.61,15
D9:C0:35:1C:55:5A,27654,-95,1.233766234,2.42,15.56,15
D9:C0:35:1C:55:5A,28759,-98,1.272727273,2.4,15.71,15
D9:C0:35:1C:55:5A,29877,-100,1.298701299,2.43,16.01,15
D9:C0:35:1C:55:5A,31039,-100,1.298701299,2.48,16.22,15
D9:C0:35:1C:55:5A,32160,-100,1.298701299,2.55,16.22,15
D9:C0:35:1C:55:5A,33280,-102,1.324675325,2.59,16.52,15
D9:C0:35:1C:55:5A,34396,-99,1.285714286,2.64,16.63,15
D9:C0:35:1C:55:5A,35518,-103,1.337662338,2.66,16.94,15
D9:C0:35:1C:55:5A,38868,-94,1.220779221,2.76,16.78,15
D9:C0:35:1C:55:5A,40048,-96,1.246753247,2.78,16.84,15
D9:C0:35:1C:55:5A,42438,-93,1.207792208,2.87,16.73,15
D9:C0:35:1C:55:5A,43555,-96,1.246753247,2.83,16.89,15
D9:C0:35:1C:55:5A,44675,-96,1.246753247,2.82,16.99,15
D9:C0:35:1C:55:5A,45808,-97,1.25974026,2.79,17.2,15
D9:C0:35:1C:55:5A,46923,-95,1.233766234,2.73,17.25,15
D9:C0:35:1C:55:5A,48053,-98,1.272727273,2.76,17.36,15
D9:C0:35:1C:55:5A,50271,-101,1.311688312,2.71,17.68,15
D9:C0:35:1C:55:5A,51391,-92,1.194805195,2.66,17.46,15
D9:C0:35:1C:55:5A,52509,-95,1.233766234,2.62,17.31,15
D9:C0:35:1C:55:5A,53630,-92,1.194805195,2.47,16.99,15
D9:C0:35:1C:55:5A,54749,-99,1.285714286,2.47,17.2,15
D9:C0:35:1C:55:5A,55863,-100,1.298701299,2.47,17.31,15
D9:C0:35:1C:55:5A,56983,-98,1.272727273,2.49,17.2,15
D9:C0:35:1C:55:5A,58103,-98,1.272727273,2.48,17.1,15
D9:C0:35:1C:55:5A,59229,-96,1.246753247,2.51,16.89,15
